term_aquifer,term_C._Geome,->,,defs-en-17.tsv an artificial underground reservoir is a portion of an aquifer that has been improved to control the discharge regime of artificially stored water.
term_aquifer,term_D.1_Abiotic,->,,defs-en-4.tsv specific yield is defined as the change in the water quantity in the storage per unit of area of the free surface of the aquifer.
term_rock,term_D.1_Abiotic,->,,defs-en-6.tsv the sandstone is a rock made of cemented quartz sand that is very resistant to erosion.
term_water,term_D.1_Abiotic,->,,"defs-en-9.tsv cave pearls are near-spherical, unattached speleothem hat form in pools agitated by water dripping from considerable heights."
term_aragonite,term_D.1_Abiotic,->,,"defs-en-8.tsv aragonite is the metastable, orthorhombic polymorph of calcite and occurs as short to long prismatic (along c), acicular or tabular (chisel-shaped) crystals, often twinned."
term_caco3,term_D.1_Abiotic,->,,"defs-en-1.tsv aragonite is a metastable modification  of caco3, which sometimes forms in seawater and transforms into calcite during diagenesis."
term_calcite,term_D.1_Abiotic,->,,"defs-en-9.tsv speleothems are deposits of secondary minerals (such as calcite) that form on the ceilings, walls, and floors of caves."
term_diagenesis,term_B.3_Addition,->,,"defs-en-1.tsv aragonite is a metastable modification  of caco3, which sometimes forms in seawater and transforms into calcite during diagenesis."
term_diagenesis,term_B.4_Transformation,->,,defs-en-12.tsv dolostone is a major product of diagenesis.
term_passage,term_A.2_Underground_landform,->,,"defs-en-8.tsv a room is a type of passage that is wide relative to its length; rooms often form where passages intersect and are circular, oval, or irregular in shape."
term_tube,term_A.2_Underground_landform,->,,"defs-en-1.tsv the  term  bedding-plane cave is strictly applied to a passage that has not enlarged by growth into a major tube or canyon, but has remained almost entirely on the bedding plane."
term_canyon,term_A.1_Surface_landform,->,,"defs-en-1.tsv the  term  bedding-plane cave is strictly applied to a passage that has not enlarged by growth into a major tube or canyon, but has remained almost entirely on the bedding plane."
term_cave,term_A.2_Underground_landform,->,,"defs-en-9.tsv visitor capacity is defined as the number of visitors to a given cave over a given time period, which does not permanently change the environmental parameters beyond their natural fluctuation range."
term_solution,term_B.4_Transformation,->,,"defs-en-10.tsv in order for a sinkhole to form in the first place, there are three requirements: a drainage path for the surface water runoff to follow ; a zone of bedrock modified by solution located at or near the surface; and a covering of soil or some other material making up the land surface (this last is not an absolute requirement; when that cover is absent, certain types of sinkholes can still form)."
term_solution,term_B.2_Loss,->,,defs-en-12.tsv carbon dioxide in aqueous solution is a critical component in both the solution and precipitation of speleothems and the solution of limestone.
term_solution,term_D.1_Abiotic,->,,"defs-en-4.tsv as a consequence, the hydrological cycle provides the primary source of energy for karst formation because water is the solvent that dissolves carbonate rocks and then carries the ions away in solution (williams p.w., 2004)."
term_cirque-dolines,term_A.1_Surface_landform,->,,"defs-en-1.tsv glacial cirques have been transformed by solution into closed depressions, and  are called cirque-dolines."
term_groundwater,term_D.1_Abiotic,->,,defs-en-9.tsv speleogenesis is a result of dissolution of soluble rocks by groundwater.
term_aquitard,term_C._Geome,->,,defs-en-1.tsv less permeable rock below an aquifer that keeps groundwater from draining away  is called  a confining bed (also known as aquitard or aquiclude).
term_aquiclude,term_C._Geome,->,,defs-en-1.tsv less permeable rock below an aquifer that keeps groundwater from draining away  is called  a confining bed (also known as aquitard or aquiclude).
term_karst,term_C._Geome,->,,"defs-en-7.tsv open karst is karst that commences only after exposure of the soluble rock, without any significant intrastratal karstification."
term_dolomite,term_D.1_Abiotic,->,,"defs-en-2.tsv karst is the  term  applied to terrains underlain by soluble rock: mainly limestone, dolomite and gypsum."
term_dolomite,term_D.1_Material,->,,"defs-en-2.tsv karst  is defined as a terrain, generally underlain by limestone or dolomite, in which the topography is chiefly formed by the dissolving of rock, and which may be characterised by sinkholes, sinking streams, closed depressions, subterranean drainage and caves (field 2002)."
term_dissolves,term_B.2_Loss,->,,defs-en-1.tsv dolomite is a type  of rock that dissolves and is karstified similarly as limestone.
term_karstified,term_B.4_Transformation,->,,defs-en-1.tsv dolomite is a type  of rock that dissolves and is karstified similarly as limestone.
term_limestone,term_D.1_Abiotic,->,,defs-en-5.tsv the underground pathways in limestone through which water moves from sinkholes and sinking streams to the outlets at springs are known as conduits.
term_limestone,term_D.1_Material,->,,"defs-en-2.tsv karst  is defined as a terrain, generally underlain by limestone or dolomite, in which the topography is chiefly formed by the dissolving of rock, and which may be characterised by sinkholes, sinking streams, closed depressions, subterranean drainage and caves (field 2002)."
term_drawdown,term_B._Process,->,,defs-en-1.tsv the vertical change in the level of the potentiometric surface at the well  is called  the drawdown.
term_valley,term_A.1_Surface_landform,->,,"defs-en-1.tsv dry valley is a valley that generally lacks a stream, although one may occasionally form during peak rainfall events."
term_stream,term_A.3_Hydrological_form,->,,"defs-en-1.tsv dry valley is a valley that generally lacks a stream, although one may occasionally form during peak rainfall events."
term_endokarst,term_C._Geome,->,,"defs-en-1.tsv endokarst  is defined as  karst developing in the lower part of the karstosphere, where the internal (telluric) energy is dominant and the rock mass is under lithostatic pressure which exceeds its tensile strength."
term_karstosphere,term_C._Geome,->,,"defs-en-3.tsv the  term “karstosphere” was introduced by maruashvili (1970), who defined it as a spatially discontinuous layer comprised of the global areas of karstifiable rocks."
term_epikarst,term_C._Geome,->,,defs-en-1.tsv the highly corroded zone near the surface is termed the epikarst or subcutaneous zone.
term_permeability,term_D.3_Property,->,,"defs-en-1.tsv the epikarst  is defined as  the uppermost zone of exposed karst rock, in which permeability due to fissuring and karstification is higher and more uniformly distributed than in the rock mass below."
term_fissuring,term_B.4_Transformation,->,,"defs-en-1.tsv the epikarst  is defined as  the uppermost zone of exposed karst rock, in which permeability due to fissuring and karstification is higher and more uniformly distributed than in the rock mass below."
term_karstification,term_B.4_Transformation,->,,"defs-en-2.tsv karstification is the geologic process of differential chemical and mechanical erosion by water on soluble bodies of rock, such as limestone, dolomite, gypsum, or salt, at or near the earth’s surface."
term_estavelle,term_A.3_Hydrological_form,->,,defs-en-1.tsv the  term  estavelle was first used in the jura but is now used fairly widely for a hole which is at one time of the year a swallow hole and at another time a spring.
term_jura,term_D.3.1_Geolocation,->,,defs-en-1.tsv the  term  estavelle was first used in the jura but is now used fairly widely for a hole which is at one time of the year a swallow hole and at another time a spring.
term_hole,term_A.2_Underground_landform,->,,"defs-en-11.tsv the static cave is a simple deep hole with no air drainage out of the bottom ; thus it traps cold, dense air and excludes warmer air."
term_spring,term_A.3_Hydrological_form,->,,defs-en-1.tsv the  term  estavelle was first used in the jura but is now used fairly widely for a hole which is at one time of the year a swallow hole and at another time a spring.
term_artesian_aquifer,term_C._Geome,->,,"defs-en-1.tsv when an aquifer is bounded on top and bottom by confining beds, it  is called  an artesian aquifer."
term_bedding-plane_cave,term_A.2_Underground_landform,->,,"defs-en-1.tsv the  term  bedding-plane cave is strictly applied to a passage that has not enlarged by growth into a major tube or canyon, but has remained almost entirely on the bedding plane."
term_glacial_cirques,term_A.1_Surface_landform,->,,"defs-en-1.tsv glacial cirques have been transformed by solution into closed depressions, and  are called cirque-dolines."
term_closed_depressions,term_A.1_Surface_landform,->,,defs-en-8.tsv regions where closed depressions are the dominant landform are not typically dissected by surface streams and are known as sinkhole plains or doline karst.
term_closed_depressions,term_D.1_Abiotic,->,,"defs-en-13.tsv glacier pseudokarst also develops in debris where buried ice melts in situ, developing closed depressions, in isolation known as “kettle holes”, or assembled into extensive debris pseudokarst hillocks termed “hummocky moraine”."
term_confining_bed,term_D.1_Abiotic,->,,defs-en-1.tsv less permeable rock below an aquifer that keeps groundwater from draining away  is called  a confining bed (also known as aquitard or aquiclude).
term_river_flow,term_B.1_Movement,->,,defs-en-1.tsv karst formed by the influence surface river flow could be designated by the  term  of contact karst.
term_contact_karst,term_C._Geome,->,,defs-en-1.tsv karst formed by the influence surface river flow could be designated by the  term  of contact karst.
term_dry_valley,term_A.1_Surface_landform,->,,"defs-en-1.tsv dry valley is a valley that generally lacks a stream, although one may occasionally form during peak rainfall events."
term_internal_(_telluric_)_energy,term_D._Entity/Element/Property,->,,"defs-en-1.tsv endokarst  is defined as  karst developing in the lower part of the karstosphere, where the internal (telluric) energy is dominant and the rock mass is under lithostatic pressure which exceeds its tensile strength."
term_rock_mass,term_D.1_Abiotic,->,,"defs-en-1.tsv endokarst  is defined as  karst developing in the lower part of the karstosphere, where the internal (telluric) energy is dominant and the rock mass is under lithostatic pressure which exceeds its tensile strength."
term_lithostatic_pressure,term_D._Entity/Element/Property,->,,"defs-en-1.tsv endokarst  is defined as  karst developing in the lower part of the karstosphere, where the internal (telluric) energy is dominant and the rock mass is under lithostatic pressure which exceeds its tensile strength."
term_subcutaneous_zone,term_C._Geome,->,,defs-en-1.tsv the highly corroded zone near the surface is termed the epikarst or subcutaneous zone.
term_swallow_hole,term_A.3_Hydrological_form,->,,"defs-en-13.tsv the term sinkhole is sometimes used to refer both to dolines (especially in north america and in the engineering literature) and to depressions where streams sink underground, which in europe are described by separate terms (including ponor, swallow hole, and stream-sink)."
term_stalactites,term_A.2_Underground_landform,->,,"defs-en-5.tsv mineral deposits take on the form of stalactites, stalagmites, flowstone, and other forms known collectively as speleothems."
term_ceiling,term_D.1_Abiotic,->,,defs-en-18.tsv the cave roof collapse is a slow process that proceeds by the breaking of the walls and ceiling until equilibrium is established on the slopes of the doline.
term_stalagmite,term_A.2_Underground_landform,->,,"defs-en-10.tsv stalagmitic flowstones are a particular type of stalagmite formed by a thin flowing film of water itself fed by groups of dripping stalactites, and coat the cave floor and walls."
term_speleothems,term_A.2_Underground_landform,->,,"defs-en-9.tsv speleothems are deposits of secondary minerals (such as calcite) that form on the ceilings, walls, and floors of caves."
term_growth,term_B.3_Addition,->,,"defs-en-10.tsv soda straws are speleothems generated by axial feeding, and characterized by a central canal with constant diameter and by a wall structure that is controlled by geometric selection during growth on the meniscus of a drip."
term_stalagmites,term_A.2_Underground_landform,->,,"defs-en-5.tsv mineral deposits take on the form of stalactites, stalagmites, flowstone, and other forms known collectively as speleothems."
term_stalactite,term_A.2_Underground_landform,->,,"defs-en-10.tsv stalagmites are convex deposits that grow upward, commonly fed by an overhanging stalactite, and show flat, rounded, or slightly hollow tops, but not a central canal."
term_sinkhole,term_A.1_Surface_landform,->,,"defs-en-9.tsv according to this concept, a sinkhole is part of a long-term process and it may have different forms and surface expressions at different times."
term_drainage,term_B.1_Movement,->,,"defs-en-10.tsv in order for a sinkhole to form in the first place, there are three requirements: a drainage path for the surface water runoff to follow ; a zone of bedrock modified by solution located at or near the surface; and a covering of soil or some other material making up the land surface (this last is not an absolute requirement; when that cover is absent, certain types of sinkholes can still form)."
